Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affected services),Custom field (Allocation),Custom field (App Version),Custom field (Approvals),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Category),Custom field (Category),Custom field (Countermeasure),Custom field (Custom1),Custom field (Date),Custom field (Defect Group),Custom field (Department_whom ),Custom field (Design),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Failure location),Custom field (Gating Stage),Custom field (Issue color),Custom field (Location),Custom field (Locked forms),Custom field (Model),Custom field (Open forms),Custom field (Opportunity value),Custom field (Parts number),Custom field (Progress),Custom field (QE),Custom field (RD Analysis),Custom field (Rank),Custom field (Recovery Method),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Resolve Date),Custom field (Resolver),Custom field (Rework Request form),Satisfaction rating,Custom field (Satisfaction date),Custom field (Serial Number),Custom field (Severity),Custom field (Software Version),Custom field (Stage),Custom field (Start date),Custom field (Status),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (VendorCR),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (responsible),Custom field (uuid),Comment,Comment,Comment,Comment,Status Category,Status Category Changed
[XG32WCMS] 開啟Display Alignment功能後出現畫異,MONMTK-524,122704,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 5:19 PM,12/Jan/24 2:00 PM,20/Mar/24 6:10 PM,12/Jan/24 2:00 PM,XG32WCMS,,0,,現象：開啟Display Alignment功能後出現畫異,,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56ef1e06,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bq2n:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_247266880_*|*_5_*:*_1_*:*_0,,,12/Jan/24 2:00 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0112 patch fix,,,,Done,12/Jan/24 2:00 PM
[XG32WCMS] Main Menu充電瓦數圖示需要移除,MONMTK-523,122700,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 2:34 PM,26/Jan/24 5:57 PM,20/Mar/24 6:10 PM,26/Jan/24 5:57 PM,XG32WCMS,,0,,"現象：Main Menu充電瓦數圖示需要移除

手法：叫出Main Menu可看到Volume右邊有充電符號以及W

ASUS後來告知不需要顯示充電資訊，因此要移除充電符號以及W",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a5dd7f8,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bq1r:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_1480943384_*|*_5_*:*_1_*:*_0,,,26/Jan/24 5:57 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0126 patch fix,,,,Done,26/Jan/24 5:57 PM
[XG32WCMS] 下方實體按鍵提示圖示需要移除耳機,MONMTK-522,122699,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 2:32 PM,26/Jan/24 5:57 PM,20/Mar/24 6:10 PM,26/Jan/24 5:56 PM,XG32WCMS,,0,,"現象：下方實體按鍵提示圖示需要移除耳機

手法：叫出Main Menu，提示圖示分別有耳機、取消、五向、關機
由於耳機沒有與實體鍵放一起，因此需要移除",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cfb7738,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bq1j:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1481034085_*|*_5_*:*_1_*:*_0,,,26/Jan/24 5:56 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0126 patch fix,,,,Done,26/Jan/24 5:56 PM
[XG32WCMS] 左hotkey沒有關閉OSD功能也沒有ShortCut功能,MONMTK-521,122697,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 2:23 PM,26/Jan/24 6:00 PM,20/Mar/24 6:10 PM,26/Jan/24 5:56 PM,XG32WCMS,,0,,"現象：左hotkey沒有關閉OSD功能也沒有ShortCut功能

手法：
    1. 叫出Main Menu後按下HotKey，Main Menu不會消失({color:#ff5630}NG1{color})
    2. 沒有任何OSD的情況下按下HotKey，出現一般Main Menu({color:#ff5630}NG2{color})

正確行為：附件為OSD Tree Spec截圖
    1. => 關閉Main Menu
    2. => 叫出ShortCut4的設定Menu",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,09/Jan/24 2:20 PM;jason.huang;HotKeyFunction.png;https://amtran.atlassian.net/rest/api/3/attachment/content/107344,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b465a2e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bq13:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1481562182_*|*_5_*:*_1_*:*_0,,,26/Jan/24 5:56 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0126 patch fix,,,,Done,26/Jan/24 5:56 PM
"[XG32WCMS] Power setting menu 出現後選 No, Menu 不會消失且focus到Yes ",MONMTK-520,122696,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 2:14 PM,26/Jan/24 6:00 PM,20/Mar/24 6:10 PM,26/Jan/24 5:56 PM,XG32WCMS,,0,,"現象：Power setting menu 出現後選 No, Menu 不會消失且focus到Yes 

手法：
    1. Reset後顯示Power Setting Menu
    2. 選No
    3. Menu不會消失且focus到Yes ({color:#ff5630}NG{color})

備註：需要按右鍵才會關閉Menu",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c94db7c,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bq0v:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1482120649_*|*_5_*:*_1_*:*_0,,,26/Jan/24 5:56 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0126 patch fix,,,,Done,26/Jan/24 5:56 PM
[XG32WCMS] Power setting menu Yes顯示為Xes,MONMTK-519,122694,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 2:08 PM,26/Jan/24 6:00 PM,20/Mar/24 6:10 PM,26/Jan/24 5:56 PM,XG32WCMS,,0,,"現象：Power setting menu Yes顯示為Xes

手法：Reset 後即可看到 Power Setting Menu",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c332a10,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bq0f:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_1482471273_*|*_5_*:*_1_*:*_0,,,26/Jan/24 5:56 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0126 patch fix,,,,Done,26/Jan/24 5:56 PM
"[XG32WCMS] Aspect Control 27"" 24.5""開啟後視窗無縮放",MONMTK-518,122692,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,09/Jan/24 1:49 PM,16/Mar/24 12:51 AM,20/Mar/24 6:10 PM,13/Mar/24 7:11 PM,XG32WCMS,,0,Critical,"現象：Aspect Control 27"" 24.5""開啟後視窗無縮放 

Source：HDMI/DP

手法：
    1. 關閉VRR
    2. 選取Aspect Control > Full > 27”/ 24.5”
    3. 視窗無縮放 ({color:#ff5630}NG{color})

備註：
    1. EDID 有切換成功的情況下，視窗不會縮放。因此要先確認EDID有切換成功。",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b4f2d8f,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bpzz:,Cannot recover even try any methods,,,,,,,,,,,,DVT,,,,,,,,,,,,,1_*:*_1_*:*_5025570078_*|*_4_*:*_1_*:*_13863_*|*_5_*:*_2_*:*_5635_*|*_6_*:*_1_*:*_523335447,,,07/Mar/24 5:49 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;MCE012,16/Mar/24 12:51 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;fixed,,,Done,13/Mar/24 7:11 PM
[XG32WCMS] Brightness Curve 異常,MONMTK-517,122597,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,05/Jan/24 5:54 PM,16/Jan/24 2:01 PM,20/Mar/24 6:10 PM,09/Jan/24 10:08 AM,XG32WCMS,,0,,"!image-20240105-095354.png|width=579,height=47!",,DennisL,Jason Huang,,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,05/Jan/24 5:54 PM;dennis.lin;XG32WCMS_Brightness.png;https://amtran.atlassian.net/rest/api/3/attachment/content/107198,05/Jan/24 5:54 PM;dennis.lin;image-20240105-095354.png;https://amtran.atlassian.net/rest/api/3/attachment/content/107199,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@38688084,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bpev:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-01-09 02:08:56.124,1_*:*_1_*:*_317646475_*|*_5_*:*_1_*:*_0,,,09/Jan/24 10:08 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;硬體問題,16/Jan/24 2:01 PM;557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95;It's ok after checking the phenomenon with corrected PCBA,,,Done,09/Jan/24 10:08 AM
[XG32WCMS] OSD Six-Axis Saturation 作動異常,MONMTK-516,122596,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,05/Jan/24 5:52 PM,12/Mar/24 10:08 AM,20/Mar/24 6:10 PM,19/Jan/24 4:45 PM,XG32WCMS,,0,,"[Step1] 操作 Six-Axis Saturation

R, G, B option 無作用

C, M  49~50 有明顯缺色問題",,DennisL,Jason Huang,,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@65fda086,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bpen:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-01-19 08:45:18.781,1_*:*_1_*:*_1205570521_*|*_5_*:*_1_*:*_0,,,19/Jan/24 4:45 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0118 patch OK. 將導入至MCE005.,,,,Done,19/Jan/24 4:45 PM
[XG32WCMS] OSD Color Temperature 切換至 USER DEFINE 當機,MONMTK-515,122595,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Bruce Wu,712020:02ee8d9f-605c-438f-99c5-a422556eb07d,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,05/Jan/24 5:50 PM,12/Mar/24 10:08 AM,20/Mar/24 6:10 PM,19/Jan/24 4:45 PM,XG32WCMS,,0,,"FW : MERGE_ASUS_XG32WCMS_0104_PQ2.bin

[Step1] OSD → Color Temperature

[Step2] Enter to USER DEFINE",,DennisL,Jason Huang,,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,10/Jan/24 1:31 PM;jason.huang;CT_User_OSD_Hang.mp4;https://amtran.atlassian.net/rest/api/3/attachment/content/107388,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ace0629,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bpef:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-01-10 05:32:11.808,1_*:*_1_*:*_1205728224_*|*_5_*:*_1_*:*_0,,,"10/Jan/24 1:32 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;手法：參考附件影片

# Color Temp > User Mode
# 按下Enter Key
# 此時OSD破圖且按任何Key都沒反應 ({color:#ff5630}NG{color})",19/Jan/24 4:45 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0118 patch OK. 將導入至MCE005.,,,Done,19/Jan/24 4:45 PM
[XG32WCMS] 各色溫的 y 座標偏高超規,MONMTK-514,122594,Bug,Resolved,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,05/Jan/24 5:48 PM,13/Mar/24 12:54 AM,20/Mar/24 6:10 PM,13/Mar/24 12:54 AM,XG32WCMS,,0,,"FW : MERGE_ASUS_XG32WCMS_0104_PQ2.BIN

# Auto Color Tool Tuning.
# Verify the Color temperature.

!image-20240105-094650.png|width=868,height=207!",,DennisL,Jason Huang,,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,05/Jan/24 5:47 PM;dennis.lin;XG32WCMS_CT.png;https://amtran.atlassian.net/rest/api/3/attachment/content/107196,05/Jan/24 5:48 PM;dennis.lin;image-20240105-094650.png;https://amtran.atlassian.net/rest/api/3/attachment/content/107197,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25edcdf3,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bpe7:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-03-12 16:54:30.752,1_*:*_1_*:*_5814387992_*|*_5_*:*_1_*:*_0,,,13/Mar/24 12:54 AM;557058:33e8fddc-2108-410c-95ff-830c0f242236;please check with MCE013,,,,Done,13/Mar/24 12:54 AM
[XG32WCMS] sRGB Coverage doesn't meet criteria 99%,MONMTK-513,122593,Bug,Resolved,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,DennisL,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,05/Jan/24 5:42 PM,13/Mar/24 7:24 PM,20/Mar/24 6:10 PM,12/Mar/24 11:25 PM,XG32WCMS,,0,Critical,"FW: MERGE_ASUS_XG32WCMS_0104_PQ2.bin

Switch Display Color Space to sRGB and check the coverage

Criteria : 99%",,DennisL,Jason Huang,,557058:86d6d9e5-4ef2-4127-b3a6-c545f4135c95,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f86524c,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bpdz:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,2024-03-12 15:25:42.269,1_*:*_1_*:*_5809370190_*|*_5_*:*_1_*:*_0,,,12/Mar/24 11:25 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;please check with MCE013,,,,Done,12/Mar/24 11:25 PM
[XG32WCMS] Power Saving mode，HDMI無法喚醒,MONMTK-512,122455,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,02/Jan/24 4:33 PM,19/Jan/24 4:46 PM,20/Mar/24 6:10 PM,19/Jan/24 4:46 PM,XG32WCMS,,0,,"現象: Power Saving mode，HDMI無法喚醒

FW: 1225 patch

Source: HDMI

手法: 
        [Step1] Reset All
        [Step2] 出現Power Setting菜單不要選Standard Mode，讓機台維持Power Saving Mode
        [Step3] 拔掉訊號，讓機台顯示橘燈
        [Step4] 插上HDMI，機台喚不醒 ({color:#ff5630}NG{color})
",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b9185b1,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bojz:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_1469529857_*|*_5_*:*_1_*:*_0,,,19/Jan/24 4:46 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0118 patch 可喚醒.,,,,Done,19/Jan/24 4:46 PM
"[XG32WCMS] 切換 input source, color temp 沒要套對(與OSD不一致)",MONMTK-511,122150,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,25/Dec/23 4:12 PM,19/Jan/24 4:46 PM,20/Mar/24 6:10 PM,19/Jan/24 4:46 PM,XG32WCMS,,0,,"現象：切換 input source, color temp 沒要套對(與OSD不一致)

設定：1221 patch

手法：

# 以Auto Color tool校正機台
# 切換色溫，例如4000K或是10000K
# 切換input source",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cfa457d,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bmsv:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2162024951_*|*_5_*:*_1_*:*_0,,,19/Jan/24 4:46 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0118 patch OK. ,,,,Done,19/Jan/24 4:46 PM
"[XG32WCMS] AC 或 DC power off/on, color temp 沒要套對(與OSD不一致)",MONMTK-510,122149,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,B,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,25/Dec/23 4:03 PM,19/Jan/24 4:46 PM,20/Mar/24 6:10 PM,19/Jan/24 4:46 PM,XG32WCMS,,0,,"現象：AC 或 DC power off/on, color temp 沒要套對(與OSD不一致)

設定：Based on 1221 patch

手法：

# 校正Auto Color tool
# 切換色溫，例如到4000K
# AC 或 DC power off/on",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3e2cfd22,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bmsn:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_2162608533_*|*_5_*:*_1_*:*_0,,,19/Jan/24 4:46 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0118 patch OK. ,,,,Done,19/Jan/24 4:46 PM
[XG32WCMS] 斷電一段時間後再上電，系統會卡LOGO或是黑畫面很久,MONMTK-509,121731,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,A,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,12/Dec/23 11:51 AM,20/Dec/23 3:18 PM,20/Mar/24 6:10 PM,20/Dec/23 3:18 PM,XG32WCMS,,0,,"現象：斷電一段時間後再上電，系統會卡LOGO或是黑畫面很久

手法：
1. 斷電半小時
2. 上電開機
3. 有時候LOGO卡很久，有時候LOGO消失後黑畫面卡很久

恢復：手動AC數次後可正常",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3abbe27,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bk93:,AC power cycling,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_703645936_*|*_5_*:*_1_*:*_0,,,20/Dec/23 3:18 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,20/Dec/23 3:18 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;1219 patch fix,,,Done,20/Dec/23 3:18 PM
[XG32WCMS] Shadow Boost - Dynamic Adjustment 變更為 - Dynamic Shadow Boost,MONMTK-508,121706,Bug,Closed,MONMTK,MONITOR_MTK,business,Mike.Chen(TPE-SW),557058:7b34a7dc-c2cd-48a9-8528-d687170fdac1,,,C,Fixed,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,Jason Huang,557058:33e8fddc-2108-410c-95ff-830c0f242236,12/Dec/23 9:47 AM,30/Jan/24 1:42 PM,20/Mar/24 6:10 PM,30/Jan/24 1:42 PM,XG32WCMS,,0,,"Shadow Boost - Dynamic Adjustment 變更為 - Dynamic Shadow Boost

附件為OSD tree Spec 1.0.10",,Jason Huang,,,557058:33e8fddc-2108-410c-95ff-830c0f242236,,,,,,,,,,,12/Dec/23 9:47 AM;jason.huang;ROG XG32WCMS OSD Tree Spec._V1.0.10_20231211_2.xlsx;https://amtran.atlassian.net/rest/api/3/attachment/content/105661,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c05aecb,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0bk3j:,Cannot recover even try any methods,,,,,,,,,,,,EVT,,,,,,,,,,,,,1_*:*_1_*:*_4247654004_*|*_5_*:*_1_*:*_0,,,30/Jan/24 1:42 PM;557058:33e8fddc-2108-410c-95ff-830c0f242236;0129 fix,,,,Done,30/Jan/24 1:42 PM
